id,batch,batch__name,employer_name,employer_logo_url,number,gross_total,job_title
4268,22,Nov 1-15 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-175,126.0,Mid-Level Backend Engineer
4269,22,Nov 1-15 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-176,131.25,Mid-Level Backend Engineer
4270,22,Nov 1-15 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-177,129.5,Mid-Level Backend Engineer
4271,22,Nov 1-15 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-178,129.5,Mid-Level Backend Engineer
4272,22,Nov 1-15 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-179,150.5,Mid-Level Backend Engineer
3809,20,Oct 1-15 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-61,360.0,UI Designer
3681,20,Oct 1-15 2021 Network Fees,Jenzy (467),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,467-4,720.0,Sr. Frontend Developer - Remote/Global
3612,20,Oct 1-15 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-234,260.0,Sr. Front End Developer - React Native
3613,20,Oct 1-15 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-48,480.0,Engineering Manager / Tech Lead
3614,20,Oct 1-15 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-69,224.0,Full Stack Developer (React/Python/Django) - 2x roles
3615,20,Oct 1-15 2021 Network Fees,Guardian Life (282),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/a2/b3a205588c5a2ffc2c6bc0890526e43a.png,282-102,612.5,"""Senior Product Manager, Digital Incubator, Direct"""
3616,20,Oct 1-15 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-162,400.0,React Native Developer
3617,20,Oct 1-15 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-162,1005.75,Sr Software Engineer (SDET)
3618,20,Oct 1-15 2021 Network Fees,Fabric (214),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/0d/e6/0de689d72125d61ae5f3c84be22d2a3b.png,214-75,400.0,Sr. Product Designer
3619,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-126,400.0,Senior Product Designer
3620,20,Oct 1-15 2021 Network Fees,Nortal Information Technology Solutions LLC (335),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/07/71/0771ae39fd258e96e9840bb9c2538b82.png,335-26,500.0,Product Manager (Fintech)
3621,20,Oct 1-15 2021 Network Fees,Lexmark International Inc (151),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/73/1c/731c21c740235b8d7f7890a4c133dbc2.png,151-31,600.0,Sr Cloud SRE (Site Reliability Engineer)
3622,20,Oct 1-15 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-63,400.0,"""Director, Demand Generation Marketing (contract-to-hire)"""
3623,20,Oct 1-15 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-163,320.0,QA Engineer
3624,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-127,250.0,"""Sr. Product Designer, Sell Side"""
3625,20,Oct 1-15 2021 Network Fees,Wayfair - ISC (328),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/d0/63/d063fd0b1aae5424f6d4f99903366373.png,328-10,720.0,Sr. Python Developer - Logistics Engineering
3626,20,Oct 1-15 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-235,392.0,Full Stack Engineer: Ruby on Rails and React
3627,20,Oct 1-15 2021 Network Fees,athenahealth (147),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/66/77/6677ea72fa30ede5062b8fe06e7423a4.png,147-15,540.0,"""UX/Visual Designer, Design System"""
3628,20,Oct 1-15 2021 Network Fees,athenahealth (147),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/66/77/6677ea72fa30ede5062b8fe06e7423a4.png,147-16,792.0,Senior Android Developer
3629,20,Oct 1-15 2021 Network Fees,Curve Health (149),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/40/48/4048cc077513dc754ec375fb97765cc5.png,149-64,600.0,Frontend / Mobile Engineer
3630,20,Oct 1-15 2021 Network Fees,Coursera (127),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e6/81/e681a8cd1ed80f1df11e9a6717034148.png,127-56,1008.0,Technical Program Manager
3631,20,Oct 1-15 2021 Network Fees,Curve Health (149),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/40/48/4048cc077513dc754ec375fb97765cc5.png,149-65,160.0,Data Engineer
3632,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-128,520.0,"""Sr Product Designer, Design System"""
3633,20,Oct 1-15 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-49,320.0,Growth Sr/Software - Engineer Tech Lead
3634,20,Oct 1-15 2021 Network Fees,SupportLogic (485),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a9/50/a95072d4de519faad7d098efb46cc3a8.png,485-2,750.0,DevOps Engineer
3635,20,Oct 1-15 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-50,137.5,Data Analyst / Growth Operations
3636,20,Oct 1-15 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-51,864.0,Senior Copy Writer
3637,20,Oct 1-15 2021 Network Fees,Home Care Assistance (193),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/59/5d/595d0e63043132278f4081f47aaea243.png,193-65,1100.0,Senior DevOps Engineer
3638,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-129,380.0,"""UX Content Designer, Design Systems"""
3639,20,Oct 1-15 2021 Network Fees,Solvvy (34),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/d6/ebd62947e10320c1aca8580fdfe30ea7.png,34-31,400.0,Senior Product Designer
3640,20,Oct 1-15 2021 Network Fees,Pacific Western Bank (153),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/3c/cf/3ccfaf275537ebbe608c58caa28439c5.png,153-9,648.0,Sr. Product Designer (Prototyper)
3641,20,Oct 1-15 2021 Network Fees,LexGo (304),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a5/0c/a50c837e2c583455dee51318b12f1368.png,304-9,357.0,Senior Product Designer
3642,20,Oct 1-15 2021 Network Fees,Cisco (468),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/2f/7b/2f7b8914a7cd075cd4dfefaeb19b039f.png,468-2,1409.8,Design Prototyper
3643,20,Oct 1-15 2021 Network Fees,Jackson Family Wines (351),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/14/69/1469a97b97b20026b7b928f8ec8d0de9.png,351-42,720.0,"""Full Stack Web Developer - Drupal, PHP, JavaScript"""
3644,20,Oct 1-15 2021 Network Fees,Decentology (482),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/43/05/4305142dce4499d4927829093b9d8a36.png,482-2,325.0,Marketing Coordinator
3645,20,Oct 1-15 2021 Network Fees,Etsy (409),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ad/df/addfb6cc6101842f35b3f3867633773d.png,409-2,240.0,"""Senior Product Designer, Cross-Marketplace Experience (Option for W2 or Contract) | Etsy"""
3646,20,Oct 1-15 2021 Network Fees,Flylance (473),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/db/d0/dbd018806dbcaff11906199a3f999381.png,473-1,672.0,Sr. Front End Developer - Fintech
3647,20,Oct 1-15 2021 Network Fees,Teladoc (292),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/22/ac/22ac988f1b4664a8d6b1d01d6c2689ea.png,292-30,1000.0,"""Senior Product Designer, Provider Experience"""
3648,20,Oct 1-15 2021 Network Fees,Rapyuta Robotics (420),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/29/8a/298a4d182b0e7efd081e4a16a66085ce.png,420-6,78.0,Content Marketing Manager
3649,20,Oct 1-15 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-161,467.04,Software Engineer (Test Focus)
3650,20,Oct 1-15 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-47,480.0,Engineering Manager / Tech Lead
3651,20,Oct 1-15 2021 Network Fees,Hallsy (378),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/95/63/9563a219977e917b1e5cecc65a8c2a57.png,378-15,240.0,React Dev (Startup)
3652,20,Oct 1-15 2021 Network Fees,NextRoll (418),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/32/6e/326e7d7baa2ec0883353db64d326b231.png,418-10,360.0,Senior Product Designer
3653,20,Oct 1-15 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-167,851.2,Senior Data Analyst (John Cooper W2)
3654,20,Oct 1-15 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-168,851.2,Senior Data Analyst (John Cooper W2)
3655,20,Oct 1-15 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-169,627.2,Senior Data Analyst (John Cooper W2)
3656,20,Oct 1-15 2021 Network Fees,Colgate Palmolive (280),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e2/84/e2842c3a5f05d2a0623544604097751c.png,280-21,341.16,Sr. Editorial Content Writer
3657,20,Oct 1-15 2021 Network Fees,Noumena Partners (146),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/f1/51/f1516f2ed216783eb49080eec1d9a6ff.png,146-32,243.67,Backend Developer
3658,20,Oct 1-15 2021 Network Fees,"Zippity, Inc (434)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/d5/6d/d56d604b86700696d0a1ff2a12078ec8.png,434-27,340.0,Frontend Software Developer (React)
3659,20,Oct 1-15 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-233,220.0,TaskRabbit Full Stack Engineer
3660,20,Oct 1-15 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-160,50.0,Associate QA Engineer
3661,20,Oct 1-15 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-161,336.0,Senior Full-Stack Engineer
3662,20,Oct 1-15 2021 Network Fees,Guardian Life (282),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/a2/b3a205588c5a2ffc2c6bc0890526e43a.png,282-101,417.5,Product Manager
3663,20,Oct 1-15 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-46,480.0,Data Analyst / Growth Operations
3664,20,Oct 1-15 2021 Network Fees,Supersapiens (260),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/67/44/6744239b2a79c82543c634356d19adc2.png,260-19,800.0,Senior Android Engineer
3665,20,Oct 1-15 2021 Network Fees,BRD (394),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/75/f9/75f973ddcb924567e277461ceef9cc2e.png,394-5,760.0,Senior Software Engineer - Kotlin Multiplatform (Android) - BRD
3666,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-124,380.0,"""UX Content Designer, Design Systems"""
3667,20,Oct 1-15 2021 Network Fees,Nortal Information Technology Solutions LLC (335),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/07/71/0771ae39fd258e96e9840bb9c2538b82.png,335-25,500.0,Product Manager (Fintech)
3668,20,Oct 1-15 2021 Network Fees,Curve Health (149),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/40/48/4048cc077513dc754ec375fb97765cc5.png,149-63,280.0,Frontend / Mobile Engineer
3669,20,Oct 1-15 2021 Network Fees,The Farmlink Project (288),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/91/9c/919c1cdb9f0477eddf7f6601b2edfec8.png,288-36,555.0,Principal Full Stack Engineer
3670,20,Oct 1-15 2021 Network Fees,Twitter (452),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/cb/53/cb530b2cfbcae799db729aa2546edd63.png,452-5,1344.0,Sr. Product Designer
3671,20,Oct 1-15 2021 Network Fees,Guardian Life (282),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/a2/b3a205588c5a2ffc2c6bc0890526e43a.png,282-100,480.0,Sr. Front-End Engineer - Typescript + React + CSS
3672,20,Oct 1-15 2021 Network Fees,Colgate Palmolive (280),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e2/84/e2842c3a5f05d2a0623544604097751c.png,280-18,400.0,Brand Design Manager
3673,20,Oct 1-15 2021 Network Fees,Colgate Palmolive (280),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e2/84/e2842c3a5f05d2a0623544604097751c.png,280-19,240.0,Brand Design Manager
3674,20,Oct 1-15 2021 Network Fees,Colgate Palmolive (280),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e2/84/e2842c3a5f05d2a0623544604097751c.png,280-20,160.0,Brand Design Manager
3675,20,Oct 1-15 2021 Network Fees,B2B Wave (215),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/3c/103c2bc84c2a78ceaf8d6053dd780928.png,215-29,117.99,React Native Developer (Android & iOS)
3676,20,Oct 1-15 2021 Network Fees,LexGo (304),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a5/0c/a50c837e2c583455dee51318b12f1368.png,304-8,420.0,Senior Product Designer
3677,20,Oct 1-15 2021 Network Fees,Sapient Corporation (219),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/9a/51/9a515b5f4987d06f8e6de8f2d1437f2f.png,219-13,380.0,Sr Product Designer
3678,20,Oct 1-15 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-67,280.0,Full Stack Developer (React/Python/Django)
3679,20,Oct 1-15 2021 Network Fees,Jackson Family Wines (351),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/14/69/1469a97b97b20026b7b928f8ec8d0de9.png,351-41,231.0,UX / Service Designer
3680,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-125,330.0,"""Sr. Product Designer, Sell Side"""
3682,20,Oct 1-15 2021 Network Fees,Hallsy (378),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/95/63/9563a219977e917b1e5cecc65a8c2a57.png,378-14,90.0,React Dev (Startup)
3683,20,Oct 1-15 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-68,720.0,Front End Developer
3684,20,Oct 1-15 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-160,722.11,Research Engineer / Cryptoeconomist
3685,20,Oct 1-15 2021 Network Fees,"Keller Williams Realty, Inc. (199)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/95/80/958060ba71b5b4fa3a19f38d10c53317.png,199-8,360.0,UX Designer (KW Product Team) - 6 month Contract to Hire
3686,20,Oct 1-15 2021 Network Fees,Porsche Digital Inc. (81),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/4c/b34c015324c5a3b52783bb69675d4640.png,81-100,42.5,Product Manager
3687,20,Oct 1-15 2021 Network Fees,Guardian Life (282),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/a2/b3a205588c5a2ffc2c6bc0890526e43a.png,282-99,602.0,Product Manager / Business Analyst
3688,20,Oct 1-15 2021 Network Fees,Solvvy (34),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/d6/ebd62947e10320c1aca8580fdfe30ea7.png,34-30,400.0,Senior Product Designer
3689,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-123,500.0,"""Sr. Product Designer, Sell Side"""
3690,20,Oct 1-15 2021 Network Fees,"Zippity, Inc (434)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/d5/6d/d56d604b86700696d0a1ff2a12078ec8.png,434-26,281.25,Frontend Software Developer (React)
3691,20,Oct 1-15 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-232,280.0,TaskRabbit Full Stack Engineer
3692,20,Oct 1-15 2021 Network Fees,Crosslake Technologies (437),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/bf/e1/bfe1ac0d2f4fc9ffc286b975b91bc80b.png,437-6,914.56,Senior Full-Stack Engineer (Ruby on Rails)
3693,20,Oct 1-15 2021 Network Fees,Pacific Life (94),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/f0/1f/f01f7550e079b399682ab6a961123087.png,94-140,360.0,Senior Back-End Developer
3694,20,Oct 1-15 2021 Network Fees,American Eagle Outfitters (249),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/70/0a/700a1056b716d5c04c9f2de37ace4358.png,249-25,400.0,ELK Developer
3695,20,Oct 1-15 2021 Network Fees,Curve Health (149),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/40/48/4048cc077513dc754ec375fb97765cc5.png,149-62,160.0,Data Engineer
3696,20,Oct 1-15 2021 Network Fees,Jenzy (467),https://d1m1s6un1a8qgj.cloudfront.net/static/default-avatar-squared.png,467-3,405.0,Frontend Developer - Remote/Global
3697,20,Oct 1-15 2021 Network Fees,Endaoment (361),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fe/88/fe88e29af5524c25c560f5d76f72fd54.png,361-15,528.0,"""Full Stack Engineer (React, Redux, Typescript)"""
3698,20,Oct 1-15 2021 Network Fees,Pendo.io (273),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/4e/82/4e825de1aa99dbb68decc7db7999a7fe.png,273-20,720.0,Visual Designer and Prototyper
3699,20,Oct 1-15 2021 Network Fees,Maya (35),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c2/30/c230e3b81233b59a9e1fac86c6819db3.png,35-159,131.42,Rockstar UI/UX and Web Designer
3700,20,Oct 1-15 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-230,260.0,Sr. Front End Developer - React Native
3701,20,Oct 1-15 2021 Network Fees,Medable (262),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/58/08/58082f30358b3efc181a455b33184db7.png,262-62,400.0,"""Director, Demand Generation Marketing (contract-to-hire)"""
3702,20,Oct 1-15 2021 Network Fees,Jackson Family Wines (351),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/14/69/1469a97b97b20026b7b928f8ec8d0de9.png,351-39,340.0,"""Full Stack Web Developer - Drupal, PHP, JavaScript"""
3703,20,Oct 1-15 2021 Network Fees,TaskRabbit (16),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/52/46/5246a6ad3c76a6e72b08b2c53d12e8e5.png,16-231,220.0,TaskRabbit Full Stack Engineer
3704,20,Oct 1-15 2021 Network Fees,First Republic Bank (287),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/04/95/0495fe5e5c03fbe30e11cccfb16a6901.png,287-11,540.0,Sr Data Engineer
3705,20,Oct 1-15 2021 Network Fees,Fabric (214),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/0d/e6/0de689d72125d61ae5f3c84be22d2a3b.png,214-74,400.0,Sr. Product Designer
3706,20,Oct 1-15 2021 Network Fees,Guardian Life (282),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/b3/a2/b3a205588c5a2ffc2c6bc0890526e43a.png,282-98,562.5,"""Senior Product Manager, Digital Incubator, Direct"""
3707,20,Oct 1-15 2021 Network Fees,Molex (392),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a3/91/a391fb60f43844077bef202042fdf778.png,392-9,880.0,Design Technologist
3708,20,Oct 1-15 2021 Network Fees,Nextdoor (173),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/69/fd/69fd805add7d1557b7696542f537ce86.png,173-66,280.0,Full Stack Developer (React/Python/Django) - 2x roles
3709,20,Oct 1-15 2021 Network Fees,Etsy (409),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ad/df/addfb6cc6101842f35b3f3867633773d.png,409-1,320.0,"""Senior Product Designer, Cross-Marketplace Experience (Option for W2 or Contract) | Etsy"""
3710,20,Oct 1-15 2021 Network Fees,The Farmlink Project (288),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/91/9c/919c1cdb9f0477eddf7f6601b2edfec8.png,288-35,560.0,Full Stack Engineer
3711,20,Oct 1-15 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-158,571.45,Software Engineer (Test Focus)
3712,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-119,400.0,Senior Product Designer
3713,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-120,520.0,"""Sr Product Designer, Design System"""
3714,20,Oct 1-15 2021 Network Fees,Teladoc (292),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/22/ac/22ac988f1b4664a8d6b1d01d6c2689ea.png,292-29,2240.0,"""Senior Product Designer, Provider Experience"""
3715,20,Oct 1-15 2021 Network Fees,Coursera (127),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/e6/81/e681a8cd1ed80f1df11e9a6717034148.png,127-55,1008.0,Technical Program Manager
3716,20,Oct 1-15 2021 Network Fees,Domino Data Lab (317),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ba/31/ba31b4a7f7ae6986b7c0fab2e7248d4c.png,317-44,320.0,Growth Sr/Software - Engineer Tech Lead
3717,20,Oct 1-15 2021 Network Fees,Sifchain (187),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/c3/61/c361cc8e90ae3b56b30eb8242dfdd646.png,187-159,1075.0,DevOps (ChainOps)
3718,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-121,472.0,"""Sr. Product Designer, Sell Side"""
3719,20,Oct 1-15 2021 Network Fees,"Compass, Inc. (231)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/10/fa/10fa3e35aa7446a4aa51fad53d27de51.png,231-122,480.0,UX Program Manager
3720,20,Oct 1-15 2021 Network Fees,TrueFootage (211),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/4b/9e/4b9ead6de6ebae1621ddf4c4dd1fa274.png,211-44,914.56,Infrastructure / DevOps Engineer
3721,20,Oct 1-15 2021 Network Fees,Stocktwits (191),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/ca/02/ca0271855673090c4b2c6fc71c9bca21.png,191-10,880.0,iOS Developer
3722,20,Oct 1-15 2021 Network Fees,Solvvy (34),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/eb/d6/ebd62947e10320c1aca8580fdfe30ea7.png,34-29,792.0,IT Support Engineer
3723,20,Oct 1-15 2021 Network Fees,Nestle Purina - Checkmark (466),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/66/5d/665daed8b00e7d9b90d0f69239578e3d.png,466-3,800.0,Senior UX/UI Design Specialist
3724,20,Oct 1-15 2021 Network Fees,Endaoment (361),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/fe/88/fe88e29af5524c25c560f5d76f72fd54.png,361-14,528.0,"""Full Stack Engineer (React, Redux, Typescript)"""
3725,20,Oct 1-15 2021 Network Fees,Curve Health (149),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/40/48/4048cc077513dc754ec375fb97765cc5.png,149-61,280.0,Frontend / Mobile Engineer
3726,20,Oct 1-15 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-162,716.8,Senior Software Engineer (Anthony Daga W2)
3727,20,Oct 1-15 2021 Network Fees,Graphite (284),https://d1m1s6un1a8qgj.cloudfront.net/media/cache/2a/57/2a57e07a81d77b375cff781c8c8cb457.png,284-13,274.7,Web UI/UX Designer
3728,20,Oct 1-15 2021 Network Fees,"Porsche Digital, Inc. (80)",https://d1m1s6un1a8qgj.cloudfront.net/media/cache/a7/e5/a7e5ba51f2554f41b87ae42e135db16e.png,80-163,1232.0,Senior Software Engineer
